Quadrat,Lat,Long,Elev,MTAnn,Isoth,MnTCP,T_AR,MTWetQ,MTDQ,MTClQ,Pann,PWetP,PSeas,PWrQ,EC,pH,OrgC,NTOT,PTOT,Pav,Kav,Mg,Ca,K,Clay,Silt,Sand,Stype,Sdep,ibra
WK05,-32.8903,117.7581,355,15.6,0.5,4.4,26.8,10.8,21.9,9.8,382,66,61,40,15,6.3,2.69,0.119,76,5,140,1.67,7.55,0.3,4.1,2,93.9,4,2,Avon Wheatbelt
WK06,-32.9117,117.8944,344,15.7,0.5,4.4,26.9,10.9,21.9,9.9,372,63,59,41,6,5.8,0.81,0.025,14,0.2,36,0.17,0.68,0.09,0.6,1.3,98.1,2,5,Avon Wheatbelt
WK07,-32.545,117.2758,335,15.8,0.5,4.4,27.2,10.9,20.6,9.9,407,77,71,36,7,6.1,1.78,0.11,66,3,230,1.7,6.08,0.43,4.9,6.5,88.6,5,1,Avon Wheatbelt
WK08,-32.5414,117.2806,340,15.8,0.5,4.4,27.2,10.9,20.6,9.9,407,78,71,36,11,5.2,4.51,0.118,53,4,120,0.78,1.94,0.22,5.4,1.6,93,4,1,Avon Wheatbelt
WK09,-32.5594,117.3442,433,15.3,0.5,4,27.1,10.4,20.2,9.4,424,81,71,38,13,5.5,2.3,0.098,55,2,110,0.66,1.26,0.22,2.2,2.8,95,2,1,Avon Wheatbelt
WK10,-32.5547,117.3342,423,15.4,0.5,4.1,27.1,10.5,20.2,9.5,423,80,71,38,5,5.9,0.74,0.04,35,2,32,0.11,1.1,0.04,0.9,1.5,97.7,1,9,Avon Wheatbelt
WK11,-32.535,117.32,383,15.6,0.5,4.2,27.2,10.7,20.4,9.7,414,79,71,37,8,6.1,1.92,0.083,76,3,120,1.02,3.24,0.22,2.8,3.4,93.9,4,1,Avon Wheatbelt
WK12,-32.8381,117.3586,389,15.3,0.5,4.3,26.5,10.6,20,9.6,427,76,67,39,14,6.5,3.04,0.166,140,7,290,1.77,8.37,0.59,5.5,5.2,89.3,4,4,Avon Wheatbelt
WK13,-32.9056,117.8939,345,15.7,0.5,4.4,26.9,10.9,21.9,9.9,372,63,59,41,4,5.7,1.05,0.03,11,2,23,0.21,0.92,0.07,0.7,0.8,98.5,1,9,Avon Wheatbelt
WK14,-32.9329,117.8636,354,15.6,0.5,4.4,26.8,10.8,21.8,9.8,376,64,59,41,10,5.7,1.49,0.049,30,2,94,0.53,0.91,0.22,2.7,1.9,95.3,2,1,Avon Wheatbelt
WK15,-32.9042,117.8904,346,15.7,0.5,4.4,26.9,10.9,21.9,9.9,372,63,59,41,18,6.3,3.3,0.139,200,8,360,5.91,7.44,0.72,3.5,3.8,92.7,4,1,Avon Wheatbelt
WK16,-32.9136,117.8046,370,15.5,0.5,4.3,26.8,10.8,21.8,9.8,383,65,60,41,10,6.2,1.72,0.069,49,2,79,0.64,4.34,0.2,1.3,2.2,96.5,5,6,Avon Wheatbelt
WK18,-32.5461,117.6265,266,16.4,0.5,4.6,27.6,11.4,21.3,10.4,365,68,67,36,19,6.5,0.98,0.054,46,3,89,1.19,1.71,0.16,3,4.4,92.7,4,4,Avon Wheatbelt
WK19,-32.5585,117.6323,271,16.4,0.5,4.6,27.6,11.4,21.2,10.4,366,68,67,36,21,6.4,2.11,0.102,80,5,260,3.4,7.16,0.52,6.2,4.9,88.9,4,1,Avon Wheatbelt
WK20,-32.983,117.5378,301,15.8,0.5,4.7,26.4,11.1,21.9,10.1,390,67,63,39,12,6,1.36,0.077,55,2,75,0.81,3.2,0.14,3.2,3,93.8,4,2,Avon Wheatbelt
WK21,-32.941,117.6231,325,15.7,0.5,4.6,26.6,11,21.9,10,386,67,62,40,6,5.5,0.96,0.055,29,2,46,0.27,1.02,0.08,1.3,1.8,96.9,1,9,Avon Wheatbelt
WK22,-32.9423,117.6228,324,15.7,0.5,4.6,26.6,11,21.9,10,386,67,62,39,4,5.4,1.02,0.035,20,2,23,0.15,0.82,0.02,0.9,1.3,97.8,1,9,Avon Wheatbelt
WK23,-32.9152,117.6192,334,15.7,0.5,4.5,26.7,10.9,21.9,9.9,388,67,63,39,6,5.6,0.82,0.047,30,2,45,0.16,1.16,0.07,0.9,0.7,98.4,1,9,Avon Wheatbelt
WK24,-32.9172,117.6155,333,15.7,0.5,4.5,26.6,10.9,21.9,9.9,388,67,63,39,5,5.8,1.32,0.088,51,3,45,0.25,3.2,0.05,2.3,1.3,96.3,5,4,Avon Wheatbelt
WK25,-32.5538,117.3405,440,15.3,0.49,4,27.1,10.4,20.1,9.4,426,81,70,38,8,5.4,1.31,0.052,28,2,48,0.33,1.18,0.08,1.9,2,96.1,1,9,Avon Wheatbelt
WK26,-32.5284,117.3123,363,15.7,0.5,4.3,27.2,10.8,20.5,9.8,409,78,71,36,3,6.1,1.35,0.072,52,2,130,0.4,2.8,0.21,2.7,3.9,93.4,5,2,Avon Wheatbelt
WK27,-32.8519,117.3726,395,15.3,0.5,4.3,26.5,10.6,19.9,9.6,428,76,67,40,5,5.8,1.97,0.074,58,2,67,0.55,1.73,0.12,4.4,2.5,93.2,4,4,Avon Wheatbelt
WK28,-32.7962,117.4375,392,15.4,0.5,4.3,26.7,10.6,20.1,9.6,415,74,66,39,28,5.3,9.06,0.272,140,8,280,1.87,3.9,0.41,5.3,2.9,91.7,4,5,Avon Wheatbelt
WK29,-32.8411,117.3754,398,15.3,0.5,4.3,26.5,10.5,19.9,9.6,427,76,67,40,23,5.6,5.95,0.178,110,7,290,2.42,5.68,0.43,5.6,3.5,90.9,4,4,Avon Wheatbelt
WK30,-32.9279,117.3535,353,15.4,0.5,4.5,26.3,10.8,21.6,9.8,426,75,66,39,12,5.7,1.43,0.061,39,2,110,0.51,1.17,0.2,2.7,2.7,94.7,2,1,Avon Wheatbelt
WK31,-32.8879,117.489,403,15.3,0.5,4.3,26.5,10.5,21.5,9.5,415,73,65,40,40,6.5,3.42,0.112,94,3,220,5.61,4.38,0.61,8.2,4.2,87.6,2,2,Avon Wheatbelt
WK32,-32.8845,117.4917,398,15.3,0.5,4.3,26.5,10.6,21.5,9.6,413,73,65,40,8,5.8,2.12,0.078,61,3,160,1.44,4.39,0.33,3.5,3.4,93.1,2,3,Avon Wheatbelt
WK33,-32.8814,117.4913,396,15.3,0.5,4.3,26.6,10.6,21.5,9.6,413,72,65,40,14,6.3,7.15,0.22,120,8,390,3.17,17.95,0.72,5.8,1.5,92.7,4,3,Avon Wheatbelt
WK34,-32.8664,117.5035,379,15.4,0.5,4.3,26.6,10.7,20.1,9.7,407,72,65,40,24,6.5,6.47,0.246,310,13,750,3.79,15.21,1.8,4.6,2.2,93.2,4,3,Avon Wheatbelt
WK35,-32.8801,117.4936,394,15.3,0.5,4.3,26.6,10.6,21.5,9.6,412,72,65,40,3,5.8,1.03,0.048,33,0.2,69,0.67,2.43,0.19,3.8,2,94.1,1,9,Avon Wheatbelt
WK36,-32.8742,117.4904,391,15.4,0.5,4.3,26.6,10.6,21.6,9.6,411,72,65,40,10,6.2,5.08,0.126,78,4,200,2.43,8.08,0.41,3.4,0.9,95.7,2,5,Avon Wheatbelt
WK37,-32.875,117.4963,389,15.4,0.5,4.3,26.6,10.6,21.6,9.6,410,72,65,40,7,5.9,3.73,0.132,100,5,230,1.55,4.06,0.45,4.7,2.1,93.2,2,3,Avon Wheatbelt
WK38,-32.8743,117.5014,386,15.4,0.5,4.3,26.6,10.6,21.6,9.6,409,72,65,40,3,5.9,1.37,0.062,36,2,50,0.52,2.43,0.14,3.7,1.7,94.6,4,2,Avon Wheatbelt
WK39,-32.8718,117.5033,383,15.4,0.5,4.3,26.6,10.6,21.6,9.7,408,72,65,40,17,5.7,1.79,0.085,58,4,100,0.66,1.85,0.18,4.1,2.9,93,4,3,Avon Wheatbelt
WK40,-32.8685,117.501,381,15.4,0.5,4.3,26.6,10.7,20.1,9.7,408,72,65,40,4,5.8,1.33,0.059,48,0.2,47,0.39,1.6,0.12,3.2,2.7,94.1,1,9,Avon Wheatbelt
WK41,-32.8606,117.4937,376,15.4,0.5,4.4,26.6,10.7,20.1,9.7,407,72,65,39,6,5.8,2.31,0.073,47,2,67,0.86,2.69,0.14,4.3,1.3,94.3,2,4,Avon Wheatbelt
WK42,-32.8604,117.4988,375,15.5,0.5,4.4,26.6,10.7,20.1,9.7,406,72,65,39,2,6.1,1.41,0.058,54,3,91,0.44,1.78,0.17,2.6,3.3,94.1,2,4,Avon Wheatbelt
WK43,-32.8604,117.5042,375,15.5,0.5,4.4,26.6,10.7,20.1,9.7,406,72,65,39,4,5.6,1.28,0.071,38,3,110,0.26,1.52,0.17,4.3,3.1,92.6,5,4,Avon Wheatbelt
WK44,-32.8876,117.4968,396,15.3,0.5,4.3,26.5,10.6,21.5,9.6,412,72,65,40,33,6.2,5.52,0.196,150,7,340,8.62,11.63,0.71,4,4.4,91.6,4,2,Avon Wheatbelt
WU01,-29.7358,116.5612,349,18.7,0.48,5.5,30,12.8,24.1,11.7,316,61,67,37,8,5.6,1.28,0.077,73,2,150,0.71,2.91,0.27,2.7,4.1,93.2,5,3,Avon Wheatbelt
WU02,-29.9748,116.5821,337,18.5,0.48,5.6,29.5,12.8,23.8,11.7,319,62,68,35,4,6.6,1.22,0.068,72,3,270,2.53,4.2,0.55,6.3,5.2,88.6,5,4,Avon Wheatbelt
WU03,-29.9717,116.5861,349,18.5,0.48,5.6,29.5,12.7,23.8,11.6,321,62,68,35,5,5.8,0.7,0.042,81,2,180,0.76,1.74,0.36,5.2,3.5,91.3,5,3,Avon Wheatbelt
WU04,-29.9789,116.6216,362,18.4,0.48,5.5,29.5,12.6,23.7,11.6,321,62,67,36,2,5.6,0.65,0.025,26,0.2,30,0.15,0.57,0.04,3.7,2,94.3,1,9,Avon Wheatbelt
WU05,-29.9742,116.627,362,18.4,0.48,5.5,29.5,12.6,23.7,11.6,320,62,67,36,4,5.2,0.83,0.041,33,0.2,56,0.11,0.3,0.1,3.9,3,93.2,2,1,Avon Wheatbelt
WU05b,-29.9772,116.5743,320,18.6,0.48,5.7,29.6,12.9,23.9,11.8,317,61,68,35,9,6.5,1.1,0.057,59,2,140,2.36,2.84,0.37,9.9,5.1,85,4,1,Avon Wheatbelt
WU06,-30.0587,116.6773,342,18.5,0.48,5.7,29.3,12.7,23.8,11.7,316,61,67,35,6,5.3,1.02,0.051,47,2,90,0.22,0.62,0.17,2.7,5.3,92,2,1,Avon Wheatbelt
WU07,-30.0047,116.8191,283,18.9,0.48,5.9,29.6,13.1,24.3,12,297,56,65,34,16,6.5,0.62,0.043,150,5,210,1.57,1.04,0.56,4.7,4.6,90.7,5,3,Avon Wheatbelt
WU09,-29.8317,116.9558,305,19,0.48,5.6,30.1,13,21.4,11.9,294,54,62,37,18,7.9,1.11,0.07,85,5,280,1.7,10.15,0.82,3.4,3.4,93.2,5,4,Avon Wheatbelt
WU10,-30.0084,116.8217,284,18.9,0.48,5.9,29.6,13.1,24.3,12,297,56,65,34,10,7,1.46,0.09,140,5,180,1.48,4.49,0.44,3.3,2.2,94.4,5,4,Avon Wheatbelt
WU11,-30.2183,116.9433,371,18.3,0.47,5.6,29.1,12.5,23.7,11.4,315,59,65,37,22,6.4,1.49,0.081,83,6,220,2.62,4.31,0.44,9.7,4,86.3,4,1,Avon Wheatbelt
WU12,-30.3019,116.4556,322,18.1,0.48,5.7,28.8,12.6,23.2,11.6,350,68,71,36,5,6.3,0.5,0.016,16,0.2,31,0.25,1.06,0.06,1.4,1.4,97.1,1,9,Geraldton Sandplains
WU15,-30.2997,116.4618,317,18.2,0.48,5.7,28.8,12.7,23.3,11.6,348,68,71,36,3,6.1,0.76,0.024,20,0.2,32,0.2,1,0.05,2.4,1.7,95.8,2,1,Geraldton Sandplains
WU16,-30.1664,116.5199,279,18.6,0.48,5.9,29.1,13,23.7,11.9,324,63,70,34,6,6.5,0.54,0.027,31,2,60,0.47,1.37,0.12,2.9,1.9,95.2,4,5,Avon Wheatbelt
WU17,-30.063,116.6807,340,18.5,0.48,5.7,29.3,12.8,23.8,11.7,316,61,67,35,5,5.3,0.57,0.032,65,3,90,0.19,0.32,0.14,1.8,3.5,94.6,5,1,Avon Wheatbelt
WU18,-29.8503,116.937,286,19.1,0.48,5.7,30.1,13.1,21.5,12,292,54,63,36,13,5.4,0.87,0.041,88,4,72,0.49,0.81,0.16,3.4,2.2,94.4,1,9,Avon Wheatbelt
WU19,-29.7441,116.561,350,18.7,0.48,5.5,30,12.8,24.1,11.7,317,61,67,37,6,5,0.82,0.031,27,2,47,0.16,0.5,0.09,1.2,2.3,96.5,1,9,Avon Wheatbelt
WU20,-29.9807,116.5837,339,18.5,0.48,5.6,29.5,12.8,23.8,11.7,320,62,68,35,4,6.2,0.66,0.031,35,2,100,0.63,2.47,0.19,3.1,4.6,92.3,1,9,Avon Wheatbelt
WU21,-30.2881,116.5272,281,18.4,0.48,5.9,28.8,12.9,23.6,11.8,331,64,70,35,5,6.1,0.7,0.031,37,2,73,0.36,1.87,0.13,2.9,1.9,95.2,1,9,Avon Wheatbelt
WU23,-29.9623,116.0664,255,18.6,0.5,5.7,29.4,13.1,23.5,12.1,366,75,76,45,3,6.2,0.58,0.027,26,0.2,22,0.17,0.58,0.04,1.3,1.3,97.3,1,9,Geraldton Sandplains
WU24,-29.9563,116.0633,253,18.6,0.5,5.7,29.4,13.2,23.5,12.1,366,75,76,45,2,6,0.62,0.022,16,0.2,23,0.16,0.58,0.05,3.3,1.1,95.6,1,9,Geraldton Sandplains
YO02,-31.9932,117.0221,247,16.8,0.5,4.9,28,11.7,21.8,10.7,399,78,74,34,8,6.5,1.28,0.068,98,3,220,1.27,3.33,0.47,4.2,5.2,90.7,5,4,Avon Wheatbelt
YO03,-32.094,116.5681,336,16,0.5,4.8,26.6,11.2,20.6,10.2,596,120,82,38,5,5.9,1.16,0.05,39,2,89,0.53,1.25,0.15,2.2,2.9,94.8,4,3,Jarrah Forest
YO04,-32.1416,116.554,253,16.4,0.5,5.1,26.6,11.6,22.6,10.6,586,119,83,37,5,5.8,0.76,0.026,12,2,40,0.35,1.39,0.06,0.9,0.5,98.6,1,9,Jarrah Forest
YO05,-32.1521,116.6406,283,16.2,0.5,4.9,26.9,11.3,20.9,10.4,539,108,81,37,42,5.8,7.07,0.202,110,7,280,3.29,6.77,0.44,6.3,3.8,89.9,4,1,Jarrah Forest
YO06,-32.1271,116.5056,267,16.3,0.5,5.2,26.3,11.5,22.5,10.6,632,129,84,38,6,5.4,1.19,0.046,25,2,39,0.36,2.38,0.06,0.8,2.3,96.9,1,9,Jarrah Forest
YO07,-32.1414,116.5305,262,16.3,0.5,5.1,26.4,11.5,22.6,10.6,610,124,83,38,7,6,2.07,0.07,47,3,83,0.99,3.63,0.17,0.8,2,97.2,1,9,Jarrah Forest
YO08,-32.0441,116.5652,344,16,0.5,4.8,26.6,11.2,20.6,10.2,590,118,82,38,15,6.1,3.86,0.121,91,4,230,1.35,7.75,0.41,2.7,3.3,94.1,2,1,Jarrah Forest
YO10,-31.9005,116.639,309,16.4,0.5,4.8,27.3,11.4,21.2,10.4,517,102,80,36,20,5.8,4.1,0.165,110,5,180,2.28,6.16,0.32,7.3,3.3,89.4,4,1,Jarrah Forest
YO11,-31.8962,116.6237,335,16.3,0.49,4.8,27.2,11.3,21.1,10.3,534,106,80,37,18,6.2,1.72,0.085,52,2,52,1.82,0.7,0.08,5.2,3.7,91.1,4,2,Jarrah Forest
YO12,-31.8752,116.6025,337,16.3,0.49,4.8,27.2,11.3,21.1,10.3,546,109,81,37,6,6,1.14,0.05,35,3,61,0.43,2.09,0.12,1.8,1.5,96.7,1,9,Jarrah Forest
YO13,-31.8838,116.5883,332,16.3,0.49,4.8,27.1,11.3,21.1,10.3,553,111,81,37,6,5.5,1.34,0.073,52,3,100,0.29,1.51,0.18,1.5,4.2,94.3,5,2,Jarrah Forest
YO14,-32.1672,116.6414,303,16.1,0.5,4.8,26.8,11.2,20.7,10.2,548,109,81,38,2,6,0.86,0.027,11,0.2,13,0.21,1.33,0.02,0.4,0.6,99,1,9,Jarrah Forest
YO15,-32.1276,116.5036,273,16.3,0.5,5.1,26.3,11.5,22.5,10.5,636,129,84,38,2,5.1,1.23,0.03,8,0.2,13,0.43,2,0.03,0.1,0.9,99,1,9,Jarrah Forest
YO16,-32.1322,116.5081,281,16.2,0.5,5.1,26.3,11.5,22.5,10.5,636,129,84,38,6,6.3,2,0.106,110,2,220,3.06,7.86,0.44,6.9,7.2,85.9,5,2,Jarrah Forest
YO17,-31.7874,116.5885,278,16.7,0.5,5,27.5,10.7,21.5,10.7,523,105,81,35,4,5.3,2.68,0.174,110,4,93,0.13,0.78,0.14,2.2,2.6,95.2,5,2,Avon Wheatbelt
YO18,-31.7946,116.5876,293,16.6,0.5,5,27.5,10.6,21.4,10.6,530,107,81,35,8,5.9,1.91,0.072,60,3,110,0.92,2.5,0.23,4.2,3.7,92.2,4,1,Avon Wheatbelt
YO19,-31.7872,116.5775,282,16.7,0.5,5,27.5,10.7,21.5,10.7,532,107,81,35,15,5.4,3.88,0.108,78,4,140,0.92,2.84,0.25,2.3,2.2,95.5,4,4,Jarrah Forest
YO20,-31.8978,116.8638,209,17.1,0.5,5,28.1,11.9,22,10.9,411,80,76,33,26,8,2.39,0.142,91,6,600,5.53,14.32,1.4,2.5,3.9,93.6,5,2,Avon Wheatbelt
YO21,-31.8981,116.8621,211,17.1,0.5,5,28.1,11.9,22,10.9,412,80,76,33,9,5.4,1.31,0.072,74,2,150,0.38,0.89,0.28,3,3.8,93.2,5,2,Avon Wheatbelt
YO22,-31.9457,116.9751,223,17,0.5,5,28,11.9,22,10.8,397,77,74,34,8,6.5,1.8,0.098,120,5,260,4.58,4.38,0.58,5.2,5.9,89,4,2,Avon Wheatbelt
YO23,-31.9465,116.9734,222,17,0.5,5,28,11.9,22,10.9,397,77,74,34,8,5.8,1.6,0.098,110,4,150,1.38,2.89,0.32,21,7,72,4,3,Avon Wheatbelt
YO24,-31.8777,116.5898,358,16.2,0.49,4.8,27.1,11.2,20.9,10.2,563,113,81,37,5,5.8,2.88,0.085,45,3,81,0.54,2.96,0.16,2.4,2.2,95.3,2,3,Jarrah Forest
YO25,-32.1418,116.5411,252,16.4,0.5,5.1,26.5,11.6,22.6,10.6,597,121,83,37,10,6.3,0.84,0.045,34,2,110,0.8,2.08,0.19,1.2,4.3,94.6,4,2,Jarrah Forest
YO26,-32.1123,116.5114,249,16.4,0.5,5.2,26.4,11.6,22.7,10.7,615,125,84,37,4,5.9,0.57,0.035,23,0.2,42,0.17,0.28,0.04,1.3,2.2,96.5,4,1,Jarrah Forest
YO27,-32.1494,116.5898,284,16.2,0.5,4.9,26.7,11.4,20.8,10.4,571,115,82,37,1,5.5,0.44,0.023,14,0.2,11,0.12,0.78,0.04,0.5,0.4,99.1,1,9,Jarrah Forest
YO28,-32.1494,116.59,284,16.2,0.5,4.9,26.7,11.4,20.8,10.4,571,115,82,37,2,5.8,0.64,0.025,13,0.2,11,0.19,1.6,0.02,0.4,0.6,99,1,9,Jarrah Forest
YO30,-31.9769,116.4351,255,16.6,0.5,5.4,26.3,11.8,22.8,10.8,669,138,85,37,8,6.2,4.64,0.185,92,3,100,1.66,6.87,0.21,2.8,2.6,94.6,2,1,Jarrah Forest
YO31,-31.9911,116.4568,292,16.4,0.5,5.3,26.3,11.6,22.6,10.6,660,135,84,38,9,6.3,4.69,0.173,110,4,97,2.41,6.7,0.2,2.7,2.7,94.6,4,2,Jarrah Forest
YO32,-32.1007,116.4978,246,16.4,0.5,5.3,26.4,11.7,22.7,10.7,624,127,84,37,3,6.3,2.51,0.081,55,2,51,0.89,3.59,0.11,0.8,5.1,94.1,2,1,Jarrah Forest
YO33,-32.1827,116.5679,276,16.2,0.5,4.9,26.6,10.4,22.5,10.4,591,119,83,38,5,6.4,2.55,0.096,59,2,81,1.12,6.03,0.17,1.8,2.6,95.6,2,2,Jarrah Forest
YO34,-32.1417,116.5924,287,16.2,0.5,4.9,26.7,11.3,20.8,10.4,569,114,82,37,2,6,1.28,0.051,20,0.2,25,0.38,2.83,0.05,0.8,2.3,96.9,4,9,Jarrah Forest
YO35,-32.1862,116.3968,295,16,0.5,5.3,25.6,10.5,22.1,10.5,790,161,86,41,5,6.1,2.76,0.094,60,3,94,1.16,3.6,0.17,0.9,3.1,96,4,2,Jarrah Forest
YO36,-32.1338,116.3938,219,16.5,0.5,5.6,25.7,11,22.6,11,745,153,86,39,12,6.8,4.02,0.14,130,4,94,1.38,10.6,0.27,1.1,3.6,95.3,4,2,Jarrah Forest
YO37,-32.1295,116.3692,206,16.6,0.5,5.7,25.6,11.1,22.6,11.1,769,158,87,39,3,6.1,1.2,0.036,28,0.2,29,0.42,2.01,0.07,0.8,2.5,96.8,1,9,Jarrah Forest
YO38,-32.1296,116.3393,199,16.6,0.5,5.9,25.4,11.2,22.6,11.2,805,166,87,39,6,6,4.7,0.184,200,15,140,0.8,3.88,0.22,2.5,4.3,93.3,5,1,Jarrah Forest
YO39,-32.1289,116.3258,202,16.6,0.5,5.9,25.3,11.2,22.6,11.2,825,170,87,39,4,6.4,2.74,0.1,67,2,96,0.96,5.12,0.2,1.2,3.2,95.5,5,2,Jarrah Forest
YO40,-32.1444,116.3238,241,16.4,0.5,5.7,25.2,10.9,22.4,10.9,856,176,87,41,7,6.3,3.93,0.114,72,2,61,1.04,6.09,0.13,1.5,3.9,94.5,2,2,Jarrah Forest
YO41,-32.1493,116.303,351,15.8,0.49,5.4,24.9,10.4,21.8,10.4,946,192,86,45,9,5.7,3.48,0.132,55,2,95,1.96,3.13,0.18,0.3,4.6,95.1,4,2,Jarrah Forest
YO42,-32.3534,116.4909,282,15.8,0.51,4.7,26.2,10.2,22,10.2,682,138,85,40,2,6,1.19,0.06,56,0.2,93,0.61,1.34,0.19,2.7,5,92.3,2,2,Jarrah Forest
YO43,-32.4021,116.5301,304,15.6,0.51,4.5,26.4,10,21.8,10,654,131,84,40,6,6.1,7.69,0.273,180,8,150,2.18,9.81,0.28,0.8,2.9,96.3,2,1,Jarrah Forest
YO44,-32.4716,116.5743,359,15.2,0.51,4.1,26.5,9.6,21.4,9.6,644,128,82,41,4,6.1,3.1,0.084,52,2,62,0.54,2.58,0.12,2.2,2.8,95,2,1,Jarrah Forest
YO45,-32.4561,116.6957,342,15.4,0.51,4.2,26.7,9.7,21.7,9.7,567,113,80,40,7,6.2,5.45,0.173,160,5,110,1.21,6,0.2,1.6,2.9,95.5,2,3,Jarrah Forest
YO46,-32.4456,116.7317,348,15.5,0.51,4.2,26.8,9.7,21.8,9.7,551,109,79,40,17,5.5,9.15,0.207,130,7,180,1.98,5.39,0.39,3.3,2.1,94.7,2,1,Jarrah Forest
YO47,-32.4451,116.7275,349,15.4,0.51,4.2,26.8,9.7,21.8,9.7,553,110,79,40,4,5.5,4.08,0.121,49,3,44,0.44,1.57,0.11,1.3,1.6,97.1,2,1,Jarrah Forest
YO48,-32.4514,116.7197,345,15.4,0.51,4.2,26.8,9.7,21.8,9.7,556,110,79,40,5,6.1,3.53,0.132,80,2,100,1.27,3.22,0.24,2.2,2.8,95,4,2,Jarrah Forest
YO49,-32.565,116.6419,385,15,0.51,3.9,26.6,9.4,21.2,9.4,612,121,79,42,2,6.3,1.65,0.068,63,0.2,63,0.57,2.41,0.15,1.7,3.4,94.9,5,2,Jarrah Forest
YO50,-32.5531,116.6031,373,15,0.51,3.9,26.5,9.4,21.3,9.4,629,124,80,42,3,5.7,1.52,0.074,51,0.2,57,0.41,1.18,0.12,1.2,4.3,94.6,4,3,Jarrah Forest
YO51,-32.5264,116.5711,368,15.1,0.51,3.9,26.5,9.5,21.3,9.5,648,128,81,41,6,6.2,4.78,0.187,100,3,64,1.51,8.42,0.13,1.1,2.6,96.3,2,3,Jarrah Forest
YO52,-32.5324,116.5038,348,15.1,0.51,4,26.4,9.6,21.3,9.6,691,137,83,40,5,6.2,5.37,0.179,140,4,140,1.98,8.7,0.27,0.5,4.2,95.3,2,2,Jarrah Forest
YO53,-32.5624,116.4519,329,15.1,0.51,4,26.3,9.6,21.2,9.6,724,143,84,40,2,6.3,1.42,0.062,68,0.2,48,0.4,2.32,0.1,1.1,2.8,96,4,2,Jarrah Forest
YO54,-32.5919,116.5151,345,15,0.51,3.9,26.5,9.5,21.2,9.5,674,133,82,40,6,6.4,4.89,0.174,160,5,150,1.98,11.42,0.28,2.5,4.2,93.3,4,2,Jarrah Forest
YO55,-32.5644,116.5126,327,15.2,0.51,4,26.5,9.7,21.3,9.7,671,133,83,40,3,6.1,1.75,0.088,84,2,110,0.7,4.71,0.2,3,5.9,91.1,5,2,Jarrah Forest
YO56,-32.1655,116.5505,267,16.2,0.5,5,26.5,10.5,22.5,10.5,599,121,83,38,5,6.1,2.11,0.11,85,3,220,1.08,5.25,0.41,3.2,4.7,92.1,5,4,Jarrah Forest
YO57,-32.1417,116.5924,287,16.2,0.5,4.9,26.7,11.3,20.8,10.4,569,114,82,37,3,5.7,1.08,0.047,31,2,28,0.28,2.09,0.08,0.7,2.7,96.7,1,9,Jarrah Forest
